abilities,color,description,height,id,name,thumbnail,type,weight
static,yellow,"Electricity runs across the surface of its body. In darkness, its entire body glows a whitish blue.",11,125,electabuzz,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/125.png",electric,300
flame-body,red,"Found near the mouth of a volcano. This fire-breather’s body temperature is nearly 2,200 degrees Fahrenheit.",13,126,magmar,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/126.png",fire,445
"mold-breaker;hyper-cutter",brown,"It grips prey with its pincers until the prey is torn in half. What it can’t tear, it tosses far.",15,127,pinsir,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/127.png",bug,550
anger-point;intimidate,brown,"After heightening its will to fight by whipping itself with its three tails, it charges at full speed.",14,128,tauros,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/128.png",normal,884
swift-swim,red,"It is virtually worthless in terms of both power and speed. It is the most weak and pathetic Pokémon in the world.",9,129,magikarp,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/129.png",water,100
intimidate,blue,"In ancient literature, there is a record of a Gyarados that razed a village when violence flared.",65,130,gyarados,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/130.png",flying;water,2350
shell-armor;water-absorb,blue,"They have gentle hearts. Because they rarely fight, many have been caught. Their number has dwindled.",25,131,lapras,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/131.png",ice;water,2200
limber,purple,"It has the ability to reconstitute its entire cellular structure to transform into whatever it sees.",3,132,ditto,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/132.png",normal,40
adaptability;run-away,brown,"A rare Pokémon that adapts to harsh environments by taking on different evolutionary forms.",3,133,eevee,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/133.png",normal,65
water-absorb,blue,"It prefers beautiful shores. With cells similar to water molecules, it could melt in water.",10,134,vaporeon,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/134.png",water,290
volt-absorb,yellow,"Every hair on its body starts to stand sharply on end if it becomes charged with electricity.",8,135,jolteon,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/135.png",electric,245
flash-fire,red,"It has a flame sac in its body. Its body temperature tops 1,650 degrees Fahrenheit before battle.",9,136,flareon,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/136.png",fire,250
download;trace,pink,"A man-made Pokémon that came about as a result of research. It is programmed with only basic motions.",8,137,porygon,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/137.png",normal,365
shell-armor;swift-swim,blue,"A prehistoric Pokémon that lived in the primordial sea, it swims by twisting its 10 tentacles about.",4,138,omanyte,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/138.png",water;rock,75
shell-armor;swift-swim,blue,"Its tentacles are highly developed as if they are hands and feet. As soon as it ensnares prey, it bites.",10,139,omastar,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/139.png",water;rock,350
battle-armor;swift-swim,brown,"It is thought to have inhabited beaches 300 million years ago. It is protected by a stiff shell.",5,140,kabuto,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/140.png",water;rock,115
battle-armor;swift-swim,brown,"In the water, it tucks in its limbs to become more compact, then it wiggles its shell to swim fast.",13,141,kabutops,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/141.png",water;rock,405
pressure;rock-head,purple,"It was regenerated from a dinosaur’s genetic matter that was found in amber. It flies with high-pitched cries.",18,142,aerodactyl,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/142.png",flying;rock,590
thick-fat;immunity,black,"It is not satisfied unless it eats over 880 pounds of food every day. When it is done eating, it goes promptly to sleep.",21,143,snorlax,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/143.png",normal,4600
pressure,blue,"A legendary bird Pokémon. It can create blizzards by freezing moisture in the air.",17,144,articuno,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/144.png",flying;ice,554
pressure,yellow,"A legendary bird Pokémon that is said to appear from clouds while dropping enormous lightning bolts.",16,145,zapdos,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/145.png",flying;electric,526
pressure,yellow,"It is said to be the legendary bird Pokémon of fire. Every flap of its wings creates a dazzling flare of flames.",20,146,moltres,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/146.png",flying;fire,600
shed-skin,blue,"It is called the “Mirage Pokémon” because so few have seen it. Its shed skin has been found.",18,147,dratini,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/147.png",dragon,33
shed-skin,blue,"Its crystalline orbs appear to give this Pokémon the power to freely control the weather.",40,148,dragonair,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/148.png",dragon,165
inner-focus,brown,"It can fly in spite of its big and bulky physique. It circles the globe in just 16 hours.",22,149,dragonite,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/149.png",flying;dragon,2100
pressure,purple,"It was created by a scientist after years of horrific gene-splicing and DNA-engineering experiments.",20,150,mewtwo,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/150.png",psychic,1220
synchronize,pink,"Because it can use all kinds of moves, many scientists believe Mew to be the ancestor of Pokémon.",4,151,mew,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/151.png",psychic,40
overgrow,green,"A sweet aroma gently wafts from the leaf on its head. It is docile and loves to soak up sun rays.",9,152,chikorita,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/152.png",grass,64
overgrow,green,"A spicy aroma emanates from around its neck. The aroma acts as a stimulant to restore health.",12,153,bayleef,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/153.png",grass,158
overgrow,green,"The aroma that rises from its petals contains a substance that calms aggressive feelings.",18,154,meganium,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/154.png",grass,1005
blaze,yellow,"It is timid and always curls itself up in a ball. If attacked, it flares up its back for protection.",5,155,cyndaquil,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/155.png",fire,79
blaze,yellow,"Before battle, it turns its back on its opponent to demonstrate how ferociously its fire blazes.",9,156,quilava,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/156.png",fire,190
blaze,yellow,"If its rage peaks, it becomes so hot that anything that touches it will instantly go up in flames.",17,157,typhlosion,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/157.png",fire,795
torrent,blue,"It is small but rough and tough. It won’t hesitate to take a bite out of anything that moves.",6,158,totodile,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/158.png",water,95
torrent,blue,"If it loses a fang, a new one grows back in its place. There are always 48 fangs lining its mouth.",11,159,croconaw,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/159.png",water,250
torrent,blue,"It usually moves slowly, but it goes at blinding speed when it attacks and bites prey.",23,160,feraligatr,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/160.png",water,888
keen-eye;run-away,brown,"When acting as a lookout, it warns others of danger by screeching and hitting the ground with its tail.",8,161,sentret,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/161.png",normal,60
keen-eye;run-away,brown,"The mother puts its offspring to sleep by curling up around them. It corners foes with speed.",18,162,furret,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/162.png",normal,325
keen-eye;insomnia,brown,"It has a perfect sense of time. Whatever happens, it keeps rhythm by precisely tilting its head in time.",7,163,hoothoot,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/163.png",flying;normal,212
keen-eye;insomnia,brown,"Its eyes are specially adapted. They concentrate even faint light and enable it to see in the dark.",16,164,noctowl,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/164.png",flying;normal,408
early-bird;swarm,red,"When the weather turns cold, lots of Ledyba gather from everywhere to cluster and keep each other warm.",10,165,ledyba,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/165.png",flying;bug,108
early-bird;swarm,red,"When the stars flicker in the night sky, it flutters about, scattering a glowing powder.",14,166,ledian,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/166.png",flying;bug,356
insomnia;swarm,green,"It spins a web using fine--but durable--thread. It then waits patiently for prey to be trapped.",5,167,spinarak,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/167.png",poison;bug,85
insomnia;swarm,red,"It spins string not only from its rear but also from its mouth. It’s hard to tell which end is which.",11,168,ariados,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/168.png",poison;bug,335
inner-focus,purple,"It flies so silently through the dark on its four wings that it may not be noticed even when nearby.",18,169,crobat,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/169.png",flying;poison,750
illuminate;volt-absorb,blue,"On the dark ocean floor, its only means of communication is its constantly flashing lights.",5,170,chinchou,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/170.png",electric;water,120
illuminate;volt-absorb,blue,"Lanturn’s light can shine up from great depths. It is nicknamed “The Deep-Sea Star.”",12,171,lanturn,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/171.png",electric;water,225
static,yellow,"It plays with others by touching tails and setting off sparks. This appears to be a test of courage.",3,172,pichu,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/172.png",electric,20
magic-guard;cute-charm,pink,"Because of its unusual, starlike silhouette, people believe that it came here on a meteor.",3,173,cleffa,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/173.png",fairy,30
competitive;cute-charm,pink,"Instead of walking with its short legs, it moves around by bouncing on its soft, tender body.",3,174,igglybuff,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/174.png",fairy;normal,10
serene-grace;hustle,white,"The shell seems to be filled with joy. It is said that it will share good luck when treated kindly.",3,175,togepi,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/175.png",fairy,15
serene-grace;hustle,white,"It grows dispirited if it is not with kind people. It can float in midair without moving its wings.",6,176,togetic,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/176.png",flying;fairy,32
early-bird;synchronize,green,"Because its wings aren’t yet fully grown, it has to hop to get around. It is always staring at something.",2,177,natu,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/177.png",flying;psychic,20
early-bird;synchronize,green,"Once it begins to meditate at sunrise, the entire day will pass before it will move again.",15,178,xatu,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/178.png",flying;psychic,150
static,white,"Its fluffy coat swells to double when static electricity builds up. Touching it can be shocking.",6,179,mareep,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/179.png",electric,78
static,pink,"Its fluffy fleece easily stores electricity. Its rubbery hide keeps it from being electrocuted.",8,180,flaaffy,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/180.png",electric,133
static,yellow,"The tail’s tip shines brightly and can be seen from far away. It acts as a beacon for lost people.",14,181,ampharos,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/181.png",electric,615
chlorophyll,green,"Bellossom gather at times and seem to dance. They say that the dance is a ritual to summon the sun.",4,182,bellossom,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/182.png",grass,58
huge-power;thick-fat,blue,"The fur on its body naturally repels water. It can stay dry, even when it plays in the water.",4,183,marill,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/183.png",fairy;water,85
huge-power;thick-fat,blue,"Its long ears are superb sensors. It can distinguish the movements of living things on riverbeds.",8,184,azumarill,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/184.png",fairy;water,285
rock-head;sturdy,brown,"Although it always pretends to be a tree, its composition appears more similar to rock than to vegetation.",12,185,sudowoodo,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/185.png",rock,380
damp;water-absorb,green,"Whenever three or more of these get together, they sing in a loud voice that sounds like bellowing.",11,186,politoed,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/186.png",water,339
leaf-guard;chlorophyll,pink,"Its body is so light, it must grip the ground firmly with its feet to keep from being blown away.",4,187,hoppip,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/187.png",flying;grass,5
leaf-guard;chlorophyll,green,"The bloom on top of its head opens and closes as the temperature fluctuates up and down.",6,188,skiploom,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/188.png",flying;grass,10
leaf-guard;chlorophyll,blue,"Blown by seasonal winds, it circles the globe, scattering cotton spores as it goes.",8,189,jumpluff,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/189.png",flying;grass,30
pickup;run-away,purple,"It lives atop tall trees. When leaping from branch to branch, it deftly uses its tail for balance.",8,190,aipom,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/190.png",normal,115
solar-power;chlorophyll,yellow,"It may plummet from the sky. If attacked by a Spearow, it will violently shake its leaves.",3,191,sunkern,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/191.png",grass,18
solar-power;chlorophyll,yellow,"As the hot season approaches, the petals on this Pokémon’s face become more vivid and lively.",8,192,sunflora,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/192.png",grass,85
"compound-eyes;speed-boost",red,"Its eyes can see 360 degrees without moving its head. It won’t miss prey--even those behind it.",12,193,yanma,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/193.png",flying;bug,380
water-absorb;damp,blue,"This Pokémon lives in cold water. It will leave the water to search for food when it gets cold outside.",4,194,wooper,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/194.png",ground;water,85
water-absorb;damp,blue,"It has a sluggish nature. It lies at the river’s bottom, waiting for prey to stray into its mouth.",14,195,quagsire,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/195.png",ground;water,750
synchronize,purple,"The tip of its forked tail quivers when it is predicting its opponent’s next move.",9,196,espeon,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/196.png",psychic,265
synchronize,black,"The light of the moon changed Eevee’s genetic structure. It lurks in darkness for prey.",10,197,umbreon,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/197.png",dark,270
super-luck;insomnia,black,"It hides any shiny object it finds in a secret location. Murkrow and Meowth loot one another’s stashes.",5,198,murkrow,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/198.png",flying;dark,21
own-tempo;oblivious,pink,"It has incredible intellect and intuition. Whatever the situation, it remains calm and collected.",20,199,slowking,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/199.png",psychic;water,795
levitate,gray,"It gets nourishment from fear that it absorbs into its red orbs. In daytime, it sleeps in darkness.",7,200,misdreavus,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/200.png",ghost,10
levitate,black,"Its flat, thin body is always stuck on walls. Its shape appears to have some meaning.",5,201,unown,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/201.png",psychic,50
shadow-tag,blue,"It hates light and shock. If attacked, it inflates its body to build up its counterstrike.",13,202,wobbuffet,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/202.png",psychic,285
early-bird;inner-focus,yellow,"While it sleeps, the head on its tail keeps watch. The tail doesn’t need to sleep.",15,203,girafarig,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/203.png",psychic;normal,415
sturdy,gray,"It likes to make its shell thicker by adding layers of tree bark. The additional weight doesn’t bother it.",6,204,pineco,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/204.png",bug,72
sturdy,purple,"It is encased in a steel shell. Its peering eyes are all that can be seen of its mysterious innards.",12,205,forretress,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/205.png",steel;bug,1258
run-away;serene-grace,yellow,"When spotted, this Pokémon escapes backward by furiously boring into the ground with its tail.",15,206,dunsparce,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/206.png",normal,140
sand-veil;hyper-cutter,purple,"It usually clings to cliffs. When it spots its prey, it spreads its wings and glides down to attack.",11,207,gligar,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/207.png",flying;ground,648
sturdy;rock-head,gray,"Tempered underground under high pressure and heat, its body is harder than any metal.",92,208,steelix,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/208.png",ground;steel,4000
run-away;intimidate,pink,"It has an active, playful nature. Many women like to frolic with it because of its affectionate ways.",6,209,snubbull,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/209.png",fairy,78
quick-feet;intimidate,purple,"It is timid in spite of its looks. If it becomes enraged, however, it will strike with its huge fangs.",14,210,granbull,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/210.png",fairy,487
swift-swim;poison-point,gray,"To fire its poison spikes, it must inflate its body by drinking over 2.6 gallons of water all at once.",5,211,qwilfish,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/211.png",poison;water,39
technician;swarm,red,"This Pokémon’s pincers, which contain steel, can crush any hard object it gets ahold of into bits.",18,212,scizor,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/212.png",steel;bug,1180
gluttony;sturdy,yellow,"The berries stored in its jar-like shell eventually become a thick, pulpy juice.",6,213,shuckle,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/213.png",rock;bug,205
guts;swarm,blue,"This powerful Pokémon thrusts its prized horn under its enemies’ bellies, then lifts and throws them.",15,214,heracross,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/214.png",fighting;bug,540
keen-eye;inner-focus,black,"It feeds on eggs stolen from nests. Its sharply hooked claws rip vulnerable spots on prey.",9,215,sneasel,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/215.png",ice;dark,280
quick-feet;pickup,brown,"If it finds honey, its crescent mark glows. It always licks its paws because they’re soaked with honey.",6,216,teddiursa,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/216.png",normal,88
quick-feet;guts,brown,"With its ability to distinguish any aroma, it unfailingly finds all food buried deep underground.",18,217,ursaring,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/217.png",normal,1258
flame-body;magma-armor,red,"A common sight in volcanic areas, it slowly slithers around in a constant search for warm places.",7,218,slugma,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/218.png",fire,350
flame-body;magma-armor,red,"Its brittle shell occasionally spouts intense flames that circulate throughout its body.",8,219,magcargo,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/219.png",rock;fire,550
snow-cloak;oblivious,brown,"It rubs its snout on the ground to find and dig up food. It sometimes discovers hot springs.",4,220,swinub,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/220.png",ground;ice,65
snow-cloak;oblivious,brown,"Although its legs are short, its rugged hooves prevent it from slipping, even on icy ground.",11,221,piloswine,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/221.png",ground;ice,558
natural-cure;hustle,pink,"It continuously sheds and grows. The tip of its head is prized as a treasure because of its beauty.",6,222,corsola,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/222.png",rock;water,50
sniper;hustle,gray,"It has superb accuracy. The water it shoots out can strike moving prey from more than 300 feet away.",6,223,remoraid,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/223.png",water,120
sniper;suction-cups,red,"It has a tendency to want to be in holes. It prefers rock crags or pots and sprays ink from them before attacking.",9,224,octillery,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/224.png",water,285
hustle;vital-spirit,red,"It carries food rolled up in its tail. It has the habit of sharing food with people lost in mountains.",9,225,delibird,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/225.png",flying;ice,160
water-absorb;swift-swim,purple,"If it builds up enough speed swimming, it can fly over 300 feet out of the water from the surface of the ocean.",21,226,mantine,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/226.png",flying;water,2200
sturdy;keen-eye,gray,"After nesting in bramble bushes, the wings of its chicks grow hard from scratches by thorns.",17,227,skarmory,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/227.png",flying;steel,505
flash-fire;early-bird,black,"Around dawn, its ominous howl echoes through the area to announce that this is its territory.",6,228,houndour,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/228.png",fire;dark,108
flash-fire;early-bird,black,"Long ago, people imagined its eerie howls to be the call of the grim reaper.",14,229,houndoom,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/229.png",fire;dark,350
sniper;swift-swim,blue,"It is said that it usually hides in underwater caves. It can create whirlpools by yawning.",18,230,kingdra,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/230.png",dragon;water,1520
pickup,blue,"As a sign of affection, it bumps with its snout. However, it is so strong, it may send you flying.",5,231,phanpy,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/231.png",ground,335
sturdy,gray,"It has sharp, hard tusks and a rugged hide. Its Tackle is strong enough to knock down a house.",11,232,donphan,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/232.png",ground,1200
download;trace,red,"Further research enhanced its abilities. Sometimes, it may exhibit motions that were not programmed.",6,233,porygon2,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/233.png",normal,325
frisk;intimidate,brown,"Staring at its antlers creates an odd sensation as if one were being drawn into their centers.",14,234,stantler,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/234.png",normal,712
technician;own-tempo,white,"It marks its territory by using its tail like a paintbrush. There are more than 5,000 different marks.",12,235,smeargle,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/235.png",normal,580
steadfast;guts,purple,"It is always bursting with energy. To make itself stronger, it keeps on fighting even if it loses.",7,236,tyrogue,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/236.png",fighting,210
technician;intimidate,brown,"It fights while spinning like a top. The centrifugal force boosts its destructive power by 10.",14,237,hitmontop,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/237.png",fighting,480
forewarn;oblivious,pink,"Its lips are the most sensitive part of its body. It always uses its lips first to examine things.",4,238,smoochum,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/238.png",psychic;ice,60
static,yellow,"It generates electricity by whirling its arms. However, it can’t store the energy it makes.",6,239,elekid,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/239.png",electric,235
flame-body,red,"It’s small, but its body temperature is over 1,100 degrees Fahrenheit. Embers escape its mouth and nose when it breathes.",7,240,magby,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/240.png",fire,214
scrappy;thick-fat,pink,"If it is around babies, the milk it produces contains much more nutrition than usual.",12,241,miltank,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/241.png",normal,755
"serene-grace;natural-cure",pink,"The eggs it lays are filled with happiness. Eating even one bite will bring a smile to anyone.",15,242,blissey,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/242.png",normal,468
pressure,yellow,"The rain clouds it carries let it fire thunderbolts at will. They say that it descended with lightning.",19,243,raikou,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/243.png",electric,1780
pressure,brown,"A Pokémon that races across the land. It is said that one is born every time a new volcano appears.",21,244,entei,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/244.png",fire,1980
pressure,blue,"It races around the world to purify fouled water. It dashes away with the north wind.",20,245,suicune,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/245.png",water,1870
guts,green,"It feeds on soil. After it has eaten a large mountain, it falls asleep so it can grow.",6,246,larvitar,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/246.png",ground;rock,720
shed-skin,gray,"Its body is as hard as bedrock. By venting pressurized gas, it can launch itself like a rocket.",12,247,pupitar,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/247.png",ground;rock,1520
sand-stream,green,"In just one of its mighty hands, it has the power to make the ground shake and mountains crumble.",20,248,tyranitar,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/248.png",dark;rock,2020
pressure,white,"It sleeps in a deep-sea trench. If it flaps its wings, it is said to cause a 40-day storm.",52,249,lugia,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/249.png",flying;psychic,2160
pressure,red,"A legend says that its body glows in seven colors. A rainbow is said to form behind it when it flies.",38,250,ho-oh,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/250.png",flying;fire,1990
natural-cure,green,"This Pokémon wanders across time. Grass and trees flourish in the forests in which it has appeared.",6,251,celebi,"https://assets.pokemon.com/assets/cms2/img/pokedex/detail/251.png",grass;psychic,50
